,nreactions,mean,deviation,cost,vectors
10,5,2.4599891656451955,1.5061385410739132,0.93788,"[[10, 67, [1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]], [10, 68, [1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]], [10, 69, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]], [10, 70, [1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]], [10, 71, [4, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]]]"
11,5,1.7568601665877122,1.036070632272432,0.975,"[[11, 72, [1, 1, 1, 0, 0, 1, 0, 0]], [11, 73, [1, 0, 1, 0, 1, 1, 0, 0]], [11, 74, [0, 0, 0, 1, 1, 0, 1, 1]], [11, 75, [2, 1, 0, 1, 0, 0, 0, 0]], [11, 76, [2, 1, 1, 0, 0, 0, 0, 0]]]"
12,5,1.3836738964290154,0.8033968809629185,0.969,"[[12, 77, [1, 1, 1, 0, 0, 0, 0, 0]], [12, 78, [2, 1, 1, 0, 0, 0, 0, 0]], [12, 79, [1, 1, 1, 0, 0, 0, 1, 1]], [12, 80, [1, 1, 1, 1, 1, 1, 0, 0]], [12, 81, [2, 1, 1, 1, 1, 1, 0, 0]]]"
13,8,1.4375284666251862,0.788043087427484,0.9692000000000001,"[[13, 82, [1, 1, 1, 1, 0, 0, 0, 0]], [13, 83, [1, 1, 0, 1, 1, 0, 0, 0]], [13, 84, [2, 1, 1, 0, 0, 0, 0, 0]], [13, 85, [2, 1, 1, 0, 0, 0, 0, 0]], [13, 86, [1, 1, 1, 1, 0, 0, 0, 1]], [13, 87, [2, 1, 1, 1, 0, 0, 0, 0]], [13, 88, [0, 1, 1, 1, 0, 1, 1, 0]], [13, 89, [2, 1, 1, 0, 1, 0, 0, 0]]]"
14,5,0.9794112549695428,0.6933639690948653,0.98112,"[[14, 90, [0, 1, 1, 0]], [14, 91, [1, 1, 1, 0]], [14, 92, [2, 1, 1, 0]], [14, 93, [2, 1, 1, 0]], [14, 94, [1, 1, 1, 1]]]"
15,5,1.6430030619781775,0.9902226710848089,0.9665600000000001,"[[15, 95, [1, 1, 2, 0, 0, 0, 0, 0]], [15, 96, [1, 1, 0, 1, 0, 1, 0, 0]], [15, 97, [1, 1, 0, 1, 1, 1, 0, 0]], [15, 98, [1, 1, 2, 0, 0, 0, 0, 1]], [15, 99, [1, 1, 1, 1, 1, 0, 1, 0]]]"
16,5,1.8072015889373299,1.1721870230225169,0.8608,"[[16, 100, [0, 1, 1, 0, 1, 0, 0, 1]], [16, 101, [0, 1, 1, 1, 1, 0, 0, 0]], [16, 102, [3, 1, 1, 1, 0, 1, 1, 0]], [16, 103, [2, 1, 1, 1, 1, 1, 1, 0]], [16, 104, [1, 1, 1, 1, 1, 1, 0, 0]]]"
17,5,1.4300831862382801,1.0746450951074815,0.97036,"[[17, 105, [0, 1, 1, 1, 1, 0]], [17, 106, [2, 1, 1, 0, 0, 0]], [17, 107, [2, 1, 1, 0, 0, 0]], [17, 108, [0, 1, 1, 1, 1, 1]], [17, 109, [2, 1, 1, 1, 0, 0]]]"
18,7,0.8063930757151714,0.7018456741305518,0.9700285714285715,"[[18, 110, [2, 1, 1, 0, 0, 0]], [18, 111, [2, 1, 1, 0, 0, 0]], [18, 112, [2, 1, 1, 0, 0, 0]], [18, 113, [2, 1, 1, 0, 0, 0]], [18, 114, [1, 1, 1, 1, 0, 1]], [18, 115, [2, 1, 1, 0, 1, 0]], [18, 116, [2, 1, 1, 1, 0, 0]]]"
19,5,1.1551034487860732,0.6524844998944567,0.97036,"[[19, 117, [1, 1, 1, 1, 0, 0]], [19, 118, [2, 1, 0, 1, 0, 0]], [19, 119, [1, 1, 1, 0, 0, 1]], [19, 120, [1, 1, 1, 1, 1, 0]], [19, 121, [2, 1, 1, 1, 0, 0]]]"
20,8,1.4979912815857208,0.869495325055385,0.97645,"[[20, 122, [0, 1, 1, 0, 0, 1, 0, 0]], [20, 123, [1, 1, 1, 0, 1, 0, 0, 1]], [20, 124, [0, 1, 1, 1, 0, 1, 0, 0]], [20, 125, [1, 1, 1, 0, 1, 0, 0, 0]], [20, 126, [1, 1, 0, 1, 0, 0, 1, 0]], [20, 127, [2, 1, 1, 0, 0, 0, 0, 0]], [20, 128, [2, 1, 1, 0, 0, 0, 0, 0]], [20, 129, [2, 1, 1, 0, 0, 0, 0, 0]]]"
21,6,0.9749875820269196,1.1520316804112112,0.9567666666666667,"[[21, 130, [1, 1, 1, 0, 0, 0, 1]], [21, 131, [2, 1, 1, 1, 1, 1, 0]], [21, 132, [3, 1, 1, 1, 1, 1, 0]], [21, 133, [3, 1, 1, 1, 1, 1, 0]], [21, 134, [3, 1, 1, 1, 1, 1, 0]], [21, 135, [3, 1, 1, 1, 1, 1, 0]]]"
22,6,1.0297316348335126,0.619755762109192,0.9672666666666667,"[[22, 136, [1, 1, 1, 1, 0, 0]], [22, 137, [2, 1, 1, 0, 0, 0]], [22, 138, [1, 1, 1, 1, 0, 1]], [22, 139, [2, 1, 1, 1, 0, 0]], [22, 140, [2, 1, 1, 1, 0, 0]], [22, 141, [2, 1, 1, 0, 1, 0]]]"
23,6,2.2989259073321064,1.4882673390883951,0.9081166666666668,"[[23, 142, [0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]], [23, 143, [2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]], [23, 144, [2, 2, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]], [23, 145, [2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]], [23, 146, [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]], [23, 147, [2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]]]"
24,7,1.4665656976387238,0.9325198216524675,0.9561428571428571,"[[24, 148, [1, 1, 1, 0, 0, 0, 0, 1, 0]], [24, 149, [1, 1, 1, 1, 1, 1, 1, 0, 0]], [24, 150, [3, 1, 1, 1, 1, 1, 0, 0, 0]], [24, 151, [3, 1, 1, 1, 1, 1, 0, 0, 0]], [24, 152, [2, 1, 1, 1, 1, 1, 1, 1, 1]], [24, 153, [2, 1, 1, 1, 1, 1, 1, 0, 0]], [24, 154, [2, 1, 1, 1, 1, 1, 1, 0, 0]]]"
25,5,2.243787872912962,1.4715352463902205,0.81192,"[[25, 155, [1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]], [25, 156, [3, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]], [25, 157, [3, 2, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]], [25, 158, [4, 2, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]], [25, 159, [3, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]]]"
26,5,2.6271161170827058,1.4893827269591542,0.882,"[[26, 160, [1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [26, 161, [1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]], [26, 162, [1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]], [26, 163, [2, 1, 1, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]], [26, 164, [2, 1, 1, 2, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]]]"
27,8,1.0913773276270153,0.6587074682601638,0.9626,"[[27, 165, [1, 1, 1, 1, 0, 0, 0]], [27, 166, [1, 1, 1, 0, 0, 0, 1]], [27, 167, [1, 1, 1, 1, 1, 0, 0]], [27, 168, [2, 1, 1, 1, 0, 0, 0]], [27, 169, [1, 1, 1, 1, 1, 1, 0]], [27, 170, [2, 1, 1, 1, 1, 0, 0]], [27, 171, [2, 1, 1, 1, 1, 0, 0]], [27, 172, [2, 1, 1, 1, 1, 0, 0]]]"
28,9,1.6663167574571274,0.7942265868283259,0.9762888888888889,"[[28, 173, [1, 1, 0, 0, 0, 1, 0, 0, 0]], [28, 174, [1, 1, 1, 1, 1, 0, 0, 0, 0]], [28, 175, [1, 1, 1, 1, 1, 0, 0, 0, 0]], [28, 176, [1, 0, 1, 1, 0, 0, 0, 0, 1]], [28, 177, [1, 1, 0, 0, 0, 1, 0, 0, 1]], [28, 178, [1, 1, 0, 1, 1, 1, 0, 0, 0]], [28, 179, [1, 1, 1, 0, 0, 0, 1, 1, 0]], [28, 180, [1, 1, 1, 0, 0, 0, 1, 1, 0]], [28, 181, [1, 1, 2, 0, 0, 0, 0, 0, 0]]]"
29,5,2.5534451728768053,1.708776682048342,0.9484999999999999,"[[29, 182, [1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [29, 183, [1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]], [29, 184, [1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [29, 185, [1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]], [29, 186, [2, 3, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]]]"
30,6,1.5041461905420974,1.1124496561542438,0.9635666666666666,"[[30, 187, [1, 1, 0, 0, 0, 0, 1, 1]], [30, 188, [1, 0, 2, 0, 0, 0, 0, 1]], [30, 189, [1, 1, 0, 1, 1, 0, 1, 0]], [30, 190, [1, 1, 1, 1, 1, 1, 0, 0]], [30, 191, [1, 1, 1, 1, 1, 1, 0, 0]], [30, 192, [1, 1, 1, 1, 1, 1, 0, 0]]]"
31,7,1.4859666504912477,1.3982733708936428,0.9577142857142856,"[[31, 193, [1, 1, 1, 0, 0, 0, 1, 0, 0, 0]], [31, 194, [1, 1, 0, 0, 0, 0, 1, 1, 1, 1]], [31, 195, [2, 1, 1, 1, 1, 1, 0, 0, 0, 0]], [31, 196, [3, 1, 1, 1, 1, 1, 0, 0, 0, 0]], [31, 197, [3, 1, 1, 1, 1, 1, 0, 0, 0, 0]], [31, 198, [3, 1, 1, 1, 1, 1, 0, 0, 0, 0]], [31, 199, [3, 1, 1, 1, 1, 1, 0, 0, 0, 0]]]"
32,6,1.7025697743111123,0.9667416909058709,0.9730666666666666,"[[32, 200, [1, 0, 0, 0, 1, 0, 0, 0, 1]], [32, 201, [1, 1, 0, 1, 1, 0, 0, 0, 0]], [32, 202, [1, 2, 1, 0, 0, 0, 0, 0, 0]], [32, 203, [1, 2, 1, 0, 0, 0, 0, 0, 0]], [32, 204, [1, 1, 1, 1, 0, 0, 0, 1, 0]], [32, 205, [1, 0, 1, 1, 0, 1, 1, 0, 0]]]"
33,6,1.6614784019156639,0.9519223637642086,0.975,"[[33, 206, [1, 1, 0, 1, 1, 1, 0, 0, 0, 0]], [33, 207, [1, 1, 0, 0, 1, 0, 0, 1, 0, 1]], [33, 208, [1, 1, 0, 0, 1, 0, 0, 1, 0, 0]], [33, 209, [1, 1, 1, 1, 0, 0, 1, 0, 0, 0]], [33, 210, [1, 1, 1, 1, 0, 0, 1, 0, 0, 0]], [33, 211, [1, 0, 1, 0, 0, 1, 0, 0, 1, 0]]]"
34,6,1.2045240998302889,0.7025426231713464,0.9945999999999998,"[[34, 212, [0, 1, 0, 0, 0]], [34, 213, [1, 1, 0, 0, 0]], [34, 214, [0, 1, 0, 0, 1]], [34, 215, [1, 0, 0, 1, 0]], [34, 216, [1, 0, 1, 0, 0]], [34, 217, [1, 0, 1, 0, 0]]]"
35,5,2.3119936802348713,1.5794572556907056,0.9030400000000001,"[[35, 218, [2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]], [35, 219, [2, 2, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0]], [35, 220, [3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]], [35, 221, [2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]], [35, 222, [2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]]]"
36,7,1.5344418160005318,0.7089648584040308,0.9766571428571427,"[[36, 223, [1, 1, 0, 1, 0, 0, 0, 0, 0]], [36, 224, [1, 1, 1, 0, 1, 0, 0, 0, 0]], [36, 225, [1, 1, 1, 0, 0, 0, 0, 0, 1]], [36, 226, [1, 0, 1, 0, 1, 1, 0, 0, 0]], [36, 227, [1, 1, 0, 1, 1, 0, 0, 0, 0]], [36, 228, [1, 1, 0, 1, 0, 1, 0, 1, 0]], [36, 229, [1, 1, 1, 0, 0, 0, 1, 0, 0]]]"
37,5,0.32,0.46647615158762407,0.95748,"[[37, 230, [1, 1, 1, 1, 1]], [37, 231, [2, 1, 1, 1, 1]], [37, 232, [2, 1, 1, 1, 1]], [37, 233, [2, 1, 1, 1, 1]], [37, 234, [2, 1, 1, 1, 1]]]"
38,8,1.5633819045801518,0.9484656137316405,0.9692000000000001,"[[38, 235, [1, 1, 1, 1, 0, 0, 0, 0, 0, 0]], [38, 236, [1, 0, 1, 1, 1, 0, 0, 0, 0, 0]], [38, 237, [2, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [38, 238, [2, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [38, 239, [1, 1, 1, 1, 0, 0, 0, 0, 0, 1]], [38, 240, [0, 1, 0, 1, 0, 1, 1, 1, 1, 0]], [38, 241, [2, 1, 1, 0, 1, 0, 0, 0, 0, 0]], [38, 242, [2, 1, 1, 1, 0, 0, 0, 0, 0, 0]]]"
39,5,1.2278775382679628,1.1010525650562772,0.975,"[[39, 243, [2, 1, 1, 0, 0, 0]], [39, 244, [1, 1, 0, 1, 0, 1]], [39, 245, [0, 1, 1, 1, 1, 0]], [39, 246, [2, 1, 1, 0, 0, 0]], [39, 247, [2, 1, 1, 0, 0, 0]]]"
40,8,1.384787398826992,0.7631276826652096,0.97645,"[[40, 248, [1, 1, 0, 0, 1, 0, 0, 0]], [40, 249, [1, 1, 1, 0, 0, 0, 0, 1]], [40, 250, [1, 1, 1, 1, 0, 0, 0, 0]], [40, 251, [1, 1, 1, 1, 0, 0, 1, 0]], [40, 252, [1, 1, 0, 0, 1, 1, 0, 0]], [40, 253, [1, 1, 1, 1, 0, 0, 0, 0]], [40, 254, [1, 1, 2, 0, 0, 0, 0, 0]], [40, 255, [1, 1, 2, 0, 0, 0, 0, 0]]]"
41,6,1.6577488235605808,1.1188694463535547,0.9800999999999999,"[[41, 256, [0, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [41, 257, [1, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [41, 258, [2, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [41, 259, [2, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [41, 260, [1, 1, 0, 0, 0, 0, 0, 0, 1, 1]], [41, 261, [0, 0, 0, 1, 1, 1, 1, 1, 0, 0]]]"
42,7,0.8063930757151714,0.7018456741305518,0.9700285714285715,"[[42, 262, [2, 1, 1, 0, 0, 0]], [42, 263, [2, 1, 1, 0, 0, 0]], [42, 264, [2, 1, 1, 0, 0, 0]], [42, 265, [2, 1, 1, 0, 0, 0]], [42, 266, [1, 1, 1, 1, 0, 1]], [42, 267, [2, 1, 1, 0, 1, 0]], [42, 268, [2, 1, 1, 1, 0, 0]]]"
43,5,1.3085619073703938,0.7264060397457861,0.9634,"[[43, 269, [1, 1, 1, 1, 1, 0, 0, 0]], [43, 270, [1, 1, 1, 1, 0, 0, 0, 1]], [43, 271, [1, 1, 1, 0, 1, 0, 1, 0]], [43, 272, [2, 1, 1, 1, 0, 1, 0, 0]], [43, 273, [2, 1, 1, 1, 0, 0, 0, 0]]]"
44,6,2.7186431702966227,1.747404863517316,0.8796833333333334,"[[44, 274, [1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [44, 275, [1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]], [44, 276, [2, 1, 1, 3, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 0, 1, 1]], [44, 277, [2, 1, 1, 2, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1]], [44, 278, [2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]], [44, 279, [2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]]]"
45,8,1.3532864764210992,0.7157972567255095,0.9788250000000001,"[[45, 280, [1, 0, 0, 1, 0, 0, 0]], [45, 281, [1, 1, 1, 0, 0, 0, 0]], [45, 282, [1, 1, 1, 1, 0, 1, 0]], [45, 283, [1, 1, 1, 1, 0, 1, 0]], [45, 284, [1, 1, 0, 1, 0, 0, 1]], [45, 285, [1, 1, 1, 0, 1, 0, 0]], [45, 286, [1, 1, 1, 0, 1, 0, 0]], [45, 287, [1, 2, 1, 0, 0, 0, 0]]]"
46,7,0.9795620833526931,0.6543800324723757,0.9700285714285715,"[[46, 288, [2, 1, 1, 0, 0, 0]], [46, 289, [1, 1, 1, 1, 0, 0]], [46, 290, [2, 1, 1, 0, 0, 0]], [46, 291, [2, 1, 1, 0, 0, 0]], [46, 292, [2, 1, 1, 0, 0, 1]], [46, 293, [1, 1, 1, 1, 1, 0]], [46, 294, [2, 1, 1, 1, 0, 0]]]"
47,7,1.5086346853050399,0.762341290654928,0.9766571428571427,"[[47, 295, [1, 1, 0, 0, 0, 0, 1, 0, 0]], [47, 296, [1, 1, 1, 1, 0, 1, 0, 0, 0]], [47, 297, [1, 1, 1, 0, 1, 0, 0, 0, 0]], [47, 298, [1, 0, 1, 1, 0, 0, 0, 0, 1]], [47, 299, [1, 1, 0, 1, 0, 1, 1, 0, 0]], [47, 300, [1, 1, 1, 0, 1, 0, 0, 0, 0]], [47, 301, [1, 1, 1, 0, 0, 0, 0, 1, 0]]]"
48,6,2.0601891993575165,1.30386537161437,0.9,"[[48, 302, [1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]], [48, 303, [2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]], [48, 304, [2, 2, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]], [48, 305, [3, 3, 2, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0]], [48, 306, [2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]], [48, 307, [2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]]]"
49,5,0.9365393841805632,0.6347393022955893,0.97036,"[[49, 308, [1, 1, 1, 1, 0]], [49, 309, [2, 1, 1, 0, 0]], [49, 310, [2, 1, 1, 0, 0]], [49, 311, [1, 1, 1, 1, 1]], [49, 312, [2, 1, 1, 1, 0]]]"
50,5,2.753513261147582,1.5291058565986895,0.94146,"[[50, 313, [0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]], [50, 314, [1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]], [50, 315, [2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]], [50, 316, [3, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]], [50, 317, [2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]]]"
51,5,0.717975319575053,0.6667169118007286,0.95676,"[[51, 318, [1, 1, 1, 1, 1, 0, 0]], [51, 319, [2, 1, 1, 1, 1, 0, 0]], [51, 320, [2, 1, 1, 1, 1, 0, 0]], [51, 321, [2, 1, 1, 1, 1, 0, 0]], [51, 322, [2, 1, 1, 1, 1, 1, 1]]]"
52,8,1.437528466625186,0.7880430874274841,0.9692000000000001,"[[52, 323, [1, 1, 1, 1, 0, 0, 0, 0]], [52, 324, [2, 1, 1, 0, 0, 0, 0, 0]], [52, 325, [1, 1, 0, 1, 1, 0, 0, 0]], [52, 326, [2, 1, 1, 0, 0, 0, 0, 0]], [52, 327, [1, 1, 1, 1, 0, 0, 0, 1]], [52, 328, [2, 1, 1, 1, 0, 0, 0, 0]], [52, 329, [0, 1, 1, 1, 0, 1, 1, 0]], [52, 330, [2, 1, 1, 0, 1, 0, 0, 0]]]"
53,5,2.6279479687362555,1.6893458715180223,0.8832599999999999,"[[53, 331, [1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]], [53, 332, [1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], [53, 333, [1, 2, 1, 2, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]], [53, 334, [2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]], [53, 335, [2, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]]"
